experiment_rna_short_read_id	percent_mtRNA	library_prep_type	percent_Globin	experiment_type	seq_library_prep_kit_method	date_data_generation	percent_chrX_Y	percent_UMI	single_or_paired_ends	estimated_library_size	read_length	percent_rRNA	sequencing_platform	5prime3prime_bias	RIN	analyte_id	total_reads	experiment_sample_id	percent_mRNA	within_site_batch_name	percent_GC
CNH_I_SQ11652	NA	rRNA depletion|globin depletion	NA	paired-end|untargeted	Watchmaker ribosomal and globin depletion	2022-12-02	NA	NA	paired-end	NA	150	NA	NovaSeq	NA	8	LS4339048	194970644	LS4339048_SQ11652	NA	RNA 1A	NA
CNH_I_SQ11653	NA	rRNA depletion|globin depletion	NA	paired-end|untargeted	Watchmaker ribosomal and globin depletion	2022-12-02	NA	NA	paired-end	NA	150	NA	NovaSeq	NA	7.8	LS4339049	228544087	LS4339049_SQ11653	NA	RNA 1A	NA
CNH_I_SQ11654	NA	rRNA depletion|globin depletion	NA	paired-end|untargeted	Watchmaker ribosomal and globin depletion	2022-12-02	NA	NA	paired-end	NA	150	NA	NovaSeq	NA	7.5	LS4339050	264426550	LS4339050_SQ11654	NA	RNA 1A	NA
CNH_I_SQ11655	NA	rRNA depletion|globin depletion	NA	paired-end|untargeted	Watchmaker ribosomal and globin depletion	2022-12-02	NA	NA	paired-end	NA	150	NA	NovaSeq	NA	8.3	LS4339051	213070843	LS4339051_SQ11655	NA	RNA 1A	NA
CNH_I_SQ11656	NA	rRNA depletion|globin depletion	NA	paired-end|untargeted	Watchmaker ribosomal and globin depletion	2022-12-02	NA	NA	paired-end	NA	150	NA	NovaSeq	NA	7.7	LS4339052	223184933	LS4339052_SQ11656	NA	RNA 1A	NA
CNH_I_SQ11657	NA	rRNA depletion|globin depletion	NA	paired-end|untargeted	Watchmaker ribosomal and globin depletion	2022-12-02	NA	NA	paired-end	NA	150	NA	NovaSeq	NA	8.3	LS4339053	272178989	LS4339053_SQ11657	NA	RNA 1A	NA
CNH_I_SQ11658	NA	rRNA depletion|globin depletion	NA	paired-end|untargeted	Watchmaker ribosomal and globin depletion	2022-12-02	NA	NA	paired-end	NA	150	NA	NovaSeq	NA	8.3	LS4339054	247942182	LS4339054_SQ11658	NA	RNA 1A	NA
CNH_I_SQ11659	NA	rRNA depletion|globin depletion	NA	paired-end|untargeted	Watchmaker ribosomal and globin depletion	2022-12-02	NA	NA	paired-end	NA	150	NA	NovaSeq	NA	7.7	LS4339055	300688470	LS4339055_SQ11659	NA	RNA 1A	NA
CNH_I_SQ11660	NA	rRNA depletion|globin depletion	NA	paired-end|untargeted	Watchmaker ribosomal and globin depletion	2022-12-02	NA	NA	paired-end	NA	150	NA	NovaSeq	NA	8.1	LS4339056	229268117	LS4339056_SQ11660	NA	RNA 1A	NA
CNH_I_SQ11661	NA	rRNA depletion|globin depletion	NA	paired-end|untargeted	Watchmaker ribosomal and globin depletion	2022-12-02	NA	NA	paired-end	NA	150	NA	NovaSeq	NA	7.9	LS4339057	247818916	LS4339057_SQ11661	NA	RNA 1A	NA
CNH_I_SQ11662	NA	rRNA depletion|globin depletion	NA	paired-end|untargeted	Watchmaker ribosomal and globin depletion	2022-12-02	NA	NA	paired-end	NA	150	NA	NovaSeq	NA	8.5	LS4339058	196453601	LS4339058_SQ11662	NA	RNA 1A	NA
CNH_I_SQ11663	NA	rRNA depletion|globin depletion	NA	paired-end|untargeted	Watchmaker ribosomal and globin depletion	2022-12-02	NA	NA	paired-end	NA	150	NA	NovaSeq	NA	8.7	LS4339059	193702959	LS4339059_SQ11663	NA	RNA 1A	NA
CNH_I_SQ11664	NA	rRNA depletion|globin depletion	NA	paired-end|untargeted	Watchmaker ribosomal and globin depletion	2022-12-02	NA	NA	paired-end	NA	150	NA	NovaSeq	NA	8.2	LS4339060	236922607	LS4339060_SQ11664	NA	RNA 1A	NA
CNH_I_SQ11665	NA	rRNA depletion|globin depletion	NA	paired-end|untargeted	Watchmaker ribosomal and globin depletion	2022-12-02	NA	NA	paired-end	NA	150	NA	NovaSeq	NA	7.7	LS4339061	247506486	LS4339061_SQ11665	NA	RNA 1A	NA
CNH_I_SQ11666	NA	rRNA depletion|globin depletion	NA	paired-end|untargeted	Watchmaker ribosomal and globin depletion	2022-12-02	NA	NA	paired-end	NA	150	NA	NovaSeq	NA	7.5	LS4339062	229007526	LS4339062_SQ11666	NA	RNA 1A	NA
CNH_I_SQ11667	NA	rRNA depletion|globin depletion	NA	paired-end|untargeted	Watchmaker ribosomal and globin depletion	2022-12-02	NA	NA	paired-end	NA	150	NA	NovaSeq	NA	7.9	LS4339063	240438107	LS4339063_SQ11667	NA	RNA 1A	NA
CNH_I_SQ6037	NA	rRNA depletion|globin depletion	NA	paired-end|untargeted	Watchmaker ribosomal and globin depletion	2022-12-02	NA	NA	paired-end	NA	150	NA	NovaSeq	NA	7.1	LS4339064	126653789	LS4339064_SQ6037	NA	RNA 1B	NA
CNH_I_SQ11669	NA	rRNA depletion|globin depletion	NA	paired-end|untargeted	Watchmaker ribosomal and globin depletion	2022-12-02	NA	NA	paired-end	NA	150	NA	NovaSeq	NA	7.7	LS4339065	184968185	LS4339065_SQ11669	NA	RNA 1A	NA
CNH_I_SQ11670	NA	rRNA depletion|globin depletion	NA	paired-end|untargeted	Watchmaker ribosomal and globin depletion	2022-12-02	NA	NA	paired-end	NA	150	NA	NovaSeq	NA	8	LS4339066	241999678	LS4339066_SQ11670	NA	RNA 1A	NA
CNH_I_SQ11671	NA	rRNA depletion|globin depletion	NA	paired-end|untargeted	Watchmaker ribosomal and globin depletion	2022-12-02	NA	NA	paired-end	NA	150	NA	NovaSeq	NA	8.1	LS4339067	245090272	LS4339067_SQ11671	NA	RNA 1A	NA
CNH_I_SQ6055	NA	rRNA depletion|globin depletion	NA	paired-end|untargeted	Watchmaker ribosomal and globin depletion	2022-12-02	NA	NA	paired-end	NA	150	NA	NovaSeq	NA	8.2	LS4339068	189425267	LS4339068_SQ6055	NA	RNA 1B	NA
CNH_I_SQ6056	NA	rRNA depletion|globin depletion	NA	paired-end|untargeted	Watchmaker ribosomal and globin depletion	2022-12-02	NA	NA	paired-end	NA	150	NA	NovaSeq	NA	7.9	LS4339069	225516176	LS4339069_SQ6056	NA	RNA 1B	NA
CNH_I_SQ6057	NA	rRNA depletion|globin depletion	NA	paired-end|untargeted	Watchmaker ribosomal and globin depletion	2022-12-02	NA	NA	paired-end	NA	150	NA	NovaSeq	NA	7.2	LS4339070	166827191	LS4339070_SQ6057	NA	RNA 1B	NA
CNH_I_SQ6058	NA	rRNA depletion|globin depletion	NA	paired-end|untargeted	Watchmaker ribosomal and globin depletion	2022-12-02	NA	NA	paired-end	NA	150	NA	NovaSeq	NA	7.7	LS4339071	167649314	LS4339071_SQ6058	NA	RNA 1B	NA
CNH_I_SQ8342	NA	rRNA depletion|globin depletion	NA	paired-end|untargeted	Watchmaker ribosomal and globin depletion	2022-12-19	NA	NA	paired-end	NA	150	NA	NovaSeq	NA	7.7	LS4339072	200924349	LS4339072_SQ8342	NA	RNA 1C	NA
CNH_I_SQ8343	NA	rRNA depletion|globin depletion	NA	paired-end|untargeted	Watchmaker ribosomal and globin depletion	2022-12-19	NA	NA	paired-end	NA	150	NA	NovaSeq	NA	7.4	LS4339073	171709746	LS4339073_SQ8343	NA	RNA 1C	NA
CNH_I_SQ8344	NA	rRNA depletion|globin depletion	NA	paired-end|untargeted	Watchmaker ribosomal and globin depletion	2022-12-19	NA	NA	paired-end	NA	150	NA	NovaSeq	NA	7.1	LS4339074	238580288	LS4339074_SQ8344	NA	RNA 1C	NA
CNH_I_SQ8345	NA	rRNA depletion|globin depletion	NA	paired-end|untargeted	Watchmaker ribosomal and globin depletion	2022-12-19	NA	NA	paired-end	NA	150	NA	NovaSeq	NA	7.5	LS4339075	173092311	LS4339075_SQ8345	NA	RNA 1C	NA
CNH_I_SQ8346	NA	rRNA depletion|globin depletion	NA	paired-end|untargeted	Watchmaker ribosomal and globin depletion	2022-12-19	NA	NA	paired-end	NA	150	NA	NovaSeq	NA	7.1	LS4339076	152595508	LS4339076_SQ8346	NA	RNA 1C	NA
CNH_I_SQ8347	NA	rRNA depletion|globin depletion	NA	paired-end|untargeted	Watchmaker ribosomal and globin depletion	2022-12-19	NA	NA	paired-end	NA	150	NA	NovaSeq	NA	8.2	LS4339077	290623142	LS4339077_SQ8347	NA	RNA 1C	NA
CNH_I_SQ8348	NA	rRNA depletion|globin depletion	NA	paired-end|untargeted	Watchmaker ribosomal and globin depletion	2022-12-19	NA	NA	paired-end	NA	150	NA	NovaSeq	NA	8.4	LS4339078	164418410	LS4339078_SQ8348	NA	RNA 1C	NA
CNH_I_SQ8349	NA	rRNA depletion|globin depletion	NA	paired-end|untargeted	Watchmaker ribosomal and globin depletion	2022-12-19	NA	NA	paired-end	NA	150	NA	NovaSeq	NA	7.6	LS4339079	173104727	LS4339079_SQ8349	NA	RNA 1C	NA
CNH_I_SQ8350	NA	rRNA depletion|globin depletion	NA	paired-end|untargeted	Watchmaker ribosomal and globin depletion	2022-12-19	NA	NA	paired-end	NA	150	NA	NovaSeq	NA	8.3	LS4339080	244144518	LS4339080_SQ8350	NA	RNA 1C	NA
CNH_I_SQ8351	NA	rRNA depletion|globin depletion	NA	paired-end|untargeted	Watchmaker ribosomal and globin depletion	2022-12-19	NA	NA	paired-end	NA	150	NA	NovaSeq	NA	8.4	LS4339081	218040969	LS4339081_SQ8351	NA	RNA 1C	NA
CNH_I_SQ8352	NA	rRNA depletion|globin depletion	NA	paired-end|untargeted	Watchmaker ribosomal and globin depletion	2022-12-19	NA	NA	paired-end	NA	150	NA	NovaSeq	NA	8.4	LS4339082	160652623	LS4339082_SQ8352	NA	RNA 1C	NA
CNH_I_SQ8353	NA	rRNA depletion|globin depletion	NA	paired-end|untargeted	Watchmaker ribosomal and globin depletion	2022-12-19	NA	NA	paired-end	NA	150	NA	NovaSeq	NA	8.2	LS4339083	182911574	LS4339083_SQ8353	NA	RNA 1C	NA
CNH_I_SQ8354	NA	rRNA depletion|globin depletion	NA	paired-end|untargeted	Watchmaker ribosomal and globin depletion	2022-12-19	NA	NA	paired-end	NA	150	NA	NovaSeq	NA	8	LS4339084	260221606	LS4339084_SQ8354	NA	RNA 1C	NA
CNH_I_SQ8355	NA	rRNA depletion|globin depletion	NA	paired-end|untargeted	Watchmaker ribosomal and globin depletion	2022-12-19	NA	NA	paired-end	NA	150	NA	NovaSeq	NA	8.8	LS4339085	221017961	LS4339085_SQ8355	NA	RNA 1C	NA
CNH_I_SQ8356	NA	rRNA depletion|globin depletion	NA	paired-end|untargeted	Watchmaker ribosomal and globin depletion	2022-12-19	NA	NA	paired-end	NA	150	NA	NovaSeq	NA	8	LS4339086	216166170	LS4339086_SQ8356	NA	RNA 1C	NA
CNH_I_SQ8357	NA	rRNA depletion|globin depletion	NA	paired-end|untargeted	Watchmaker ribosomal and globin depletion	2022-12-19	NA	NA	paired-end	NA	150	NA	NovaSeq	NA	7.6	LS4339087	183322184	LS4339087_SQ8357	NA	RNA 1C	NA
CNH_I_SQ8358	NA	rRNA depletion|globin depletion	NA	paired-end|untargeted	Watchmaker ribosomal and globin depletion	2022-12-19	NA	NA	paired-end	NA	150	NA	NovaSeq	NA	8.1	LS4339088	212987771	LS4339088_SQ8358	NA	RNA 1C	NA
CNH_I_SQ8359	NA	rRNA depletion|globin depletion	NA	paired-end|untargeted	Watchmaker ribosomal and globin depletion	2022-12-19	NA	NA	paired-end	NA	150	NA	NovaSeq	NA	8.2	LS4339089	205738643	LS4339089_SQ8359	NA	RNA 1C	NA
CNH_I_SQ8360	NA	rRNA depletion|globin depletion	NA	paired-end|untargeted	Watchmaker ribosomal and globin depletion	2022-12-19	NA	NA	paired-end	NA	150	NA	NovaSeq	NA	8.5	LS4339090	293372778	LS4339090_SQ8360	NA	RNA 1C	NA
CNH_I_SQ8361	NA	rRNA depletion|globin depletion	NA	paired-end|untargeted	Watchmaker ribosomal and globin depletion	2022-12-19	NA	NA	paired-end	NA	150	NA	NovaSeq	NA	8.7	LS4339091	185552091	LS4339091_SQ8361	NA	RNA 1C	NA
CNH_I_SQ8362	NA	rRNA depletion|globin depletion	NA	paired-end|untargeted	Watchmaker ribosomal and globin depletion	2022-12-19	NA	NA	paired-end	NA	150	NA	NovaSeq	NA	8.1	LS4339092	163225943	LS4339092_SQ8362	NA	RNA 1C	NA
CNH_I_SQ8363	NA	rRNA depletion|globin depletion	NA	paired-end|untargeted	Watchmaker ribosomal and globin depletion	2022-12-19	NA	NA	paired-end	NA	150	NA	NovaSeq	NA	8.4	LS4339093	144528838	LS4339093_SQ8363	NA	RNA 1C	NA
CNH_I_SQ9314	NA	rRNA depletion|globin depletion	NA	paired-end|untargeted	Watchmaker ribosomal and globin depletion	2023-01-24	NA	NA	paired-end	NA	150	NA	NovaSeq	NA	9	LS4339094	72347670	LS4339094_SQ9314	NA	RNA 1D	NA
CNH_I_SQ6059	NA	rRNA depletion|globin depletion	NA	paired-end|untargeted	Watchmaker ribosomal and globin depletion	2022-12-02	NA	NA	paired-end	NA	150	NA	NovaSeq	NA	7.5	LS4339095	110064680	LS4339095_SQ6059	NA	RNA 1B	NA
CNH_I_SQ8365	NA	rRNA depletion|globin depletion	NA	paired-end|untargeted	Watchmaker ribosomal and globin depletion	2022-12-19	NA	NA	paired-end	NA	150	NA	NovaSeq	NA	8.1	LS4339096	158384293	LS4339096_SQ8365	NA	RNA 1C	NA
CNH_I_SQ8366	NA	rRNA depletion|globin depletion	NA	paired-end|untargeted	Watchmaker ribosomal and globin depletion	2022-12-19	NA	NA	paired-end	NA	150	NA	NovaSeq	NA	7.8	LS4339097	204325153	LS4339097_SQ8366	NA	RNA 1C	NA
CNH_I_SQ8367	NA	rRNA depletion|globin depletion	NA	paired-end|untargeted	Watchmaker ribosomal and globin depletion	2022-12-19	NA	NA	paired-end	NA	150	NA	NovaSeq	NA	8.6	LS4339098	238347072	LS4339098_SQ8367	NA	RNA 1C	NA
CNH_I_SQ8368	NA	rRNA depletion|globin depletion	NA	paired-end|untargeted	Watchmaker ribosomal and globin depletion	2022-12-19	NA	NA	paired-end	NA	150	NA	NovaSeq	NA	8.3	LS4339099	223477747	LS4339099_SQ8368	NA	RNA 1C	NA
CNH_I_SQ8369	NA	rRNA depletion|globin depletion	NA	paired-end|untargeted	Watchmaker ribosomal and globin depletion	2022-12-19	NA	NA	paired-end	NA	150	NA	NovaSeq	NA	8.8	LS4339100	168092693	LS4339100_SQ8369	NA	RNA 1C	NA
CNH_I_SQ8370	NA	rRNA depletion|globin depletion	NA	paired-end|untargeted	Watchmaker ribosomal and globin depletion	2022-12-19	NA	NA	paired-end	NA	150	NA	NovaSeq	NA	8	LS4339101	153079765	LS4339101_SQ8370	NA	RNA 1C	NA
CNH_I_SQ8371	NA	rRNA depletion|globin depletion	NA	paired-end|untargeted	Watchmaker ribosomal and globin depletion	2022-12-19	NA	NA	paired-end	NA	150	NA	NovaSeq	NA	8.5	LS4339102	142993993	LS4339102_SQ8371	NA	RNA 1C	NA
CNH_I_SQ8372	NA	rRNA depletion|globin depletion	NA	paired-end|untargeted	Watchmaker ribosomal and globin depletion	2022-12-19	NA	NA	paired-end	NA	150	NA	NovaSeq	NA	8.5	LS4339103	161452940	LS4339103_SQ8372	NA	RNA 1C	NA
CNH_I_SQ8373	NA	rRNA depletion|globin depletion	NA	paired-end|untargeted	Watchmaker ribosomal and globin depletion	2022-12-19	NA	NA	paired-end	NA	150	NA	NovaSeq	NA	8.3	LS4339104	225454669	LS4339104_SQ8373	NA	RNA 1C	NA
CNH_I_SQ8374	NA	rRNA depletion|globin depletion	NA	paired-end|untargeted	Watchmaker ribosomal and globin depletion	2022-12-19	NA	NA	paired-end	NA	150	NA	NovaSeq	NA	8.1	LS4339105	214717841	LS4339105_SQ8374	NA	RNA 1C	NA
CNH_I_SQ8375	NA	rRNA depletion|globin depletion	NA	paired-end|untargeted	Watchmaker ribosomal and globin depletion	2022-12-19	NA	NA	paired-end	NA	150	NA	NovaSeq	NA	8.3	LS4339106	147264274	LS4339106_SQ8375	NA	RNA 1C	NA
CNH_I_SQ8376	NA	rRNA depletion|globin depletion	NA	paired-end|untargeted	Watchmaker ribosomal and globin depletion	2022-12-19	NA	NA	paired-end	NA	150	NA	NovaSeq	NA	8.1	LS4339107	213068457	LS4339107_SQ8376	NA	RNA 1C	NA
CNH_I_SQ8377	NA	rRNA depletion|globin depletion	NA	paired-end|untargeted	Watchmaker ribosomal and globin depletion	2022-12-19	NA	NA	paired-end	NA	150	NA	NovaSeq	NA	7.5	LS4339108	162325718	LS4339108_SQ8377	NA	RNA 1C	NA
CNH_I_SQ8378	NA	rRNA depletion|globin depletion	NA	paired-end|untargeted	Watchmaker ribosomal and globin depletion	2022-12-19	NA	NA	paired-end	NA	150	NA	NovaSeq	NA	7.2	LS4339109	155136775	LS4339109_SQ8378	NA	RNA 1C	NA
CNH_I_SQ8379	NA	rRNA depletion|globin depletion	NA	paired-end|untargeted	Watchmaker ribosomal and globin depletion	2022-12-19	NA	NA	paired-end	NA	150	NA	NovaSeq	NA	7.4	LS4339110	139845873	LS4339110_SQ8379	NA	RNA 1C	NA
CNH_I_SQ8380	NA	rRNA depletion|globin depletion	NA	paired-end|untargeted	Watchmaker ribosomal and globin depletion	2022-12-19	NA	NA	paired-end	NA	150	NA	NovaSeq	NA	8.4	LS4339111	175598692	LS4339111_SQ8380	NA	RNA 1C	NA
CNH_I_SQ8381	NA	rRNA depletion|globin depletion	NA	paired-end|untargeted	Watchmaker ribosomal and globin depletion	2022-12-19	NA	NA	paired-end	NA	150	NA	NovaSeq	NA	7.7	LS4339112	129636893	LS4339112_SQ8381	NA	RNA 1C	NA
CNH_I_SQ8382	NA	rRNA depletion|globin depletion	NA	paired-end|untargeted	Watchmaker ribosomal and globin depletion	2022-12-19	NA	NA	paired-end	NA	150	NA	NovaSeq	NA	7.5	LS4339113	199672984	LS4339113_SQ8382	NA	RNA 1C	NA
CNH_I_SQ8384	NA	rRNA depletion|globin depletion	NA	paired-end|untargeted	Watchmaker ribosomal and globin depletion	2022-12-19	NA	NA	paired-end	NA	150	NA	NovaSeq	NA	8.2	LS4339115	102997026	LS4339115_SQ8384	NA	RNA 1C	NA
CNH_I_SQ9315	NA	rRNA depletion|globin depletion	NA	paired-end|untargeted	Watchmaker ribosomal and globin depletion	2023-01-24	NA	NA	paired-end	NA	150	NA	NovaSeq	NA	3.7	LS4339114	82783401	LS4339114_SQ9315	NA	RNA 1D	NA
CNH_I_SQ9316	NA	rRNA depletion|globin depletion	NA	paired-end|untargeted	Watchmaker ribosomal and globin depletion	2023-01-24	NA	NA	paired-end	NA	150	NA	NovaSeq	NA	8.2	LS4339115	159847486	LS4339115_SQ9316	NA	RNA 1D	NA
CNH_I_SQ8385	NA	rRNA depletion|globin depletion	NA	paired-end|untargeted	Watchmaker ribosomal and globin depletion	2022-12-19	NA	NA	paired-end	NA	150	NA	NovaSeq	NA	8.1	LS4339116	149942833	LS4339116_SQ8385	NA	RNA 1C	NA
CNH_I_SQ8386	NA	rRNA depletion|globin depletion	NA	paired-end|untargeted	Watchmaker ribosomal and globin depletion	2022-12-19	NA	NA	paired-end	NA	150	NA	NovaSeq	NA	8.6	LS4339117	169867677	LS4339117_SQ8386	NA	RNA 1C	NA
CNH_I_SQ9302	NA	rRNA depletion|globin depletion	NA	paired-end|untargeted	Watchmaker ribosomal and globin depletion	2023-01-24	NA	NA	paired-end	NA	150	NA	NovaSeq	NA	8.4	LS4339118	242756051	LS4339118_SQ9302	NA	RNA 1D	NA
CNH_I_SQ9303	NA	rRNA depletion|globin depletion	NA	paired-end|untargeted	Watchmaker ribosomal and globin depletion	2023-01-24	NA	NA	paired-end	NA	150	NA	NovaSeq	NA	8	LS4339119	208487333	LS4339119_SQ9303	NA	RNA 1D	NA
CNH_I_SQ11672	NA	rRNA depletion|globin depletion	NA	paired-end|untargeted	Watchmaker ribosomal and globin depletion	2022-12-02	NA	NA	paired-end	NA	150	NA	NovaSeq	NA	7.7	LS4339120	254341740	LS4339120_SQ11672	NA	RNA 1A	NA
CNH_I_SQ6038	NA	rRNA depletion|globin depletion	NA	paired-end|untargeted	Watchmaker ribosomal and globin depletion	2022-12-02	NA	NA	paired-end	NA	150	NA	NovaSeq	NA	8.2	LS4339121	170146195	LS4339121_SQ6038	NA	RNA 1B	NA
CNH_I_SQ6039	NA	rRNA depletion|globin depletion	NA	paired-end|untargeted	Watchmaker ribosomal and globin depletion	2022-12-02	NA	NA	paired-end	NA	150	NA	NovaSeq	NA	8	LS4339122	174038731	LS4339122_SQ6039	NA	RNA 1B	NA
CNH_I_SQ6040	NA	rRNA depletion|globin depletion	NA	paired-end|untargeted	Watchmaker ribosomal and globin depletion	2022-12-02	NA	NA	paired-end	NA	150	NA	NovaSeq	NA	7.7	LS4339123	174209899	LS4339123_SQ6040	NA	RNA 1B	NA
CNH_I_SQ6041	NA	rRNA depletion|globin depletion	NA	paired-end|untargeted	Watchmaker ribosomal and globin depletion	2022-12-02	NA	NA	paired-end	NA	150	NA	NovaSeq	NA	7.6	LS4339124	140406628	LS4339124_SQ6041	NA	RNA 1B	NA
CNH_I_SQ6042	NA	rRNA depletion|globin depletion	NA	paired-end|untargeted	Watchmaker ribosomal and globin depletion	2022-12-02	NA	NA	paired-end	NA	150	NA	NovaSeq	NA	6.8	LS4339125	149271105	LS4339125_SQ6042	NA	RNA 1B	NA
CNH_I_SQ6043	NA	rRNA depletion|globin depletion	NA	paired-end|untargeted	Watchmaker ribosomal and globin depletion	2022-12-02	NA	NA	paired-end	NA	150	NA	NovaSeq	NA	6.8	LS4339126	195376515	LS4339126_SQ6043	NA	RNA 1B	NA
CNH_I_SQ6044	NA	rRNA depletion|globin depletion	NA	paired-end|untargeted	Watchmaker ribosomal and globin depletion	2022-12-02	NA	NA	paired-end	NA	150	NA	NovaSeq	NA	7.3	LS4339127	199100067	LS4339127_SQ6044	NA	RNA 1B	NA
CNH_I_SQ6045	NA	rRNA depletion|globin depletion	NA	paired-end|untargeted	Watchmaker ribosomal and globin depletion	2022-12-02	NA	NA	paired-end	NA	150	NA	NovaSeq	NA	7.6	LS4339128	264418735	LS4339128_SQ6045	NA	RNA 1B	NA
CNH_I_SQ6046	NA	rRNA depletion|globin depletion	NA	paired-end|untargeted	Watchmaker ribosomal and globin depletion	2022-12-02	NA	NA	paired-end	NA	150	NA	NovaSeq	NA	6.7	LS4339129	196045757	LS4339129_SQ6046	NA	RNA 1B	NA
CNH_I_SQ6047	NA	rRNA depletion|globin depletion	NA	paired-end|untargeted	Watchmaker ribosomal and globin depletion	2022-12-02	NA	NA	paired-end	NA	150	NA	NovaSeq	NA	8	LS4339130	180134511	LS4339130_SQ6047	NA	RNA 1B	NA
CNH_I_SQ6048	NA	rRNA depletion|globin depletion	NA	paired-end|untargeted	Watchmaker ribosomal and globin depletion	2022-12-02	NA	NA	paired-end	NA	150	NA	NovaSeq	NA	7.7	LS4339131	157984581	LS4339131_SQ6048	NA	RNA 1B	NA
CNH_I_SQ6049	NA	rRNA depletion|globin depletion	NA	paired-end|untargeted	Watchmaker ribosomal and globin depletion	2022-12-02	NA	NA	paired-end	NA	150	NA	NovaSeq	NA	8.2	LS4339132	154177046	LS4339132_SQ6049	NA	RNA 1B	NA
CNH_I_SQ6050	NA	rRNA depletion|globin depletion	NA	paired-end|untargeted	Watchmaker ribosomal and globin depletion	2022-12-02	NA	NA	paired-end	NA	150	NA	NovaSeq	NA	5.3	LS4339133	164546564	LS4339133_SQ6050	NA	RNA 1B	NA
CNH_I_SQ6051	NA	rRNA depletion|globin depletion	NA	paired-end|untargeted	Watchmaker ribosomal and globin depletion	2022-12-02	NA	NA	paired-end	NA	150	NA	NovaSeq	NA	8.1	LS4339134	162479762	LS4339134_SQ6051	NA	RNA 1B	NA
CNH_I_SQ6052	NA	rRNA depletion|globin depletion	NA	paired-end|untargeted	Watchmaker ribosomal and globin depletion	2022-12-02	NA	NA	paired-end	NA	150	NA	NovaSeq	NA	7.6	LS4339135	188671844	LS4339135_SQ6052	NA	RNA 1B	NA
CNH_I_SQ9304	NA	rRNA depletion|globin depletion	NA	paired-end|untargeted	Watchmaker ribosomal and globin depletion	2023-01-24	NA	NA	paired-end	NA	150	NA	NovaSeq	NA	7.5	LS4339136	183094665	LS4339136_SQ9304	NA	RNA 1D	NA
CNH_I_SQ9305	NA	rRNA depletion|globin depletion	NA	paired-end|untargeted	Watchmaker ribosomal and globin depletion	2023-01-24	NA	NA	paired-end	NA	150	NA	NovaSeq	NA	7.2	LS4339137	158809760	LS4339137_SQ9305	NA	RNA 1D	NA
CNH_I_SQ9306	NA	rRNA depletion|globin depletion	NA	paired-end|untargeted	Watchmaker ribosomal and globin depletion	2023-01-24	NA	NA	paired-end	NA	150	NA	NovaSeq	NA	7.8	LS4339138	188873373	LS4339138_SQ9306	NA	RNA 1D	NA
CNH_I_SQ9307	NA	rRNA depletion|globin depletion	NA	paired-end|untargeted	Watchmaker ribosomal and globin depletion	2023-01-24	NA	NA	paired-end	NA	150	NA	NovaSeq	NA	8.2	LS4339139	212508278	LS4339139_SQ9307	NA	RNA 1D	NA
CNH_I_SQ9308	NA	rRNA depletion|globin depletion	NA	paired-end|untargeted	Watchmaker ribosomal and globin depletion	2023-01-24	NA	NA	paired-end	NA	150	NA	NovaSeq	NA	8.3	LS4339140	193317075	LS4339140_SQ9308	NA	RNA 1D	NA
CNH_I_SQ9309	NA	rRNA depletion|globin depletion	NA	paired-end|untargeted	Watchmaker ribosomal and globin depletion	2023-01-24	NA	NA	paired-end	NA	150	NA	NovaSeq	NA	7.6	LS4339141	223604827	LS4339141_SQ9309	NA	RNA 1D	NA
CNH_I_SQ9310	NA	rRNA depletion|globin depletion	NA	paired-end|untargeted	Watchmaker ribosomal and globin depletion	2023-01-24	NA	NA	paired-end	NA	150	NA	NovaSeq	NA	8	LS4339142	223921419	LS4339142_SQ9310	NA	RNA 1D	NA
CNH_I_SQ9311	NA	rRNA depletion|globin depletion	NA	paired-end|untargeted	Watchmaker ribosomal and globin depletion	2023-01-24	NA	NA	paired-end	NA	150	NA	NovaSeq	NA	8.3	LS4339143	176893089	LS4339143_SQ9311	NA	RNA 1D	NA
CNH_I_SQ11673	NA	rRNA depletion|globin depletion	NA	paired-end|untargeted	Watchmaker ribosomal and globin depletion	2022-12-02	NA	NA	paired-end	NA	150	NA	NovaSeq	NA	8.1	LS4092800	207137198	LS4092800_SQ11673	NA	RNA 1A	NA
CNH_I_SQ11674	NA	rRNA depletion|globin depletion	NA	paired-end|untargeted	Watchmaker ribosomal and globin depletion	2022-12-02	NA	NA	paired-end	NA	150	NA	NovaSeq	NA	7.7	LS4092801	220421175	LS4092801_SQ11674	NA	RNA 1A	NA
CNH_I_SQ11940	NA	rRNA depletion|globin depletion	NA	paired-end|untargeted	Watchmaker ribosomal and globin depletion	2023-03-18	NA	NA	paired-end	NA	150	NA	NovaSeq	NA	8.7	LS4716281	190828724	LS4716281_SQ11940	NA	RNA 2A	NA
CNH_I_SQ11941	NA	rRNA depletion|globin depletion	NA	paired-end|untargeted	Watchmaker ribosomal and globin depletion	2023-03-18	NA	NA	paired-end	NA	150	NA	NovaSeq	NA	8.4	LS4716282	251457303	LS4716282_SQ11941	NA	RNA 2A	NA
CNH_I_SQ11942	NA	rRNA depletion|globin depletion	NA	paired-end|untargeted	Watchmaker ribosomal and globin depletion	2023-03-18	NA	NA	paired-end	NA	150	NA	NovaSeq	NA	8.1	LS4716283	182053439	LS4716283_SQ11942	NA	RNA 2A	NA
